brand,model,year,transmission,fuel,nb_of_doors,price,miles,engine(hp)
Volkswagen,Tiguan SE FWD,2021,Automatic,Gasoline,4,22350,16789,184
Volkswagen,Jetta S FWD,2019,Automatic,Gasoline,4,14995,47701,147
Volkswagen,Atlas Cross Sport V6 SE R-Line 4Motion with Technology,2021,Automatic,Gasoline,4,31992,17624,276
Volkswagen,Jetta R-Line FWD,2020,Automatic,Gasoline,4,20795,18863,147
Volkswagen,Atlas 3.6L SE 4Motion AWD with Technology,2023,Automatic,Gasoline,4,37988,8024,276
Volkswagen,Tiguan S 4Motion,2022,Automatic,Gasoline,4,20198,37930,184
Volkswagen,Tiguan SE R-Line Black 4Motion,2023,Automatic,Gasoline,4,32599,6258,184
Volkswagen,Tiguan S FWD,2023,Automatic,Gasoline,4,24879,3871,184
Volkswagen,Golf TSI FWD,2021,Automatic,Gasoline,4,17690,35196,147
Volkswagen,Tiguan SE 4Motion,2021,Automatic,Gasoline,4,22995,23684,184
Volkswagen,Atlas Cross Sport V6 SEL R-Line Black 4Motion AWD,2023,Automatic,Gasoline,4,37898,14996,276
Volkswagen,Atlas V6 SEL Premium R-Line 4Motion,2022,Automatic,Gasoline,4,40000,17201,276
Volkswagen,Tiguan SE FWD,2021,Automatic,Gasoline,4,20850,33350,184
Volkswagen,Jetta S FWD,2020,Automatic,Gasoline,4,17896,24621,147
Volkswagen,Tiguan SE FWD,2019,Automatic,Gasoline,4,18357,27375,184
Volkswagen,Jetta R-Line FWD,2020,Automatic,Gasoline,4,19593,23124,147
Volkswagen,Atlas 3.6L SE 4Motion AWD with Technology,2023,Automatic,Gasoline,4,39093,4189,276
Volkswagen,Tiguan S 4Motion,2023,Automatic,Gasoline,4,26400,1612,184
Volkswagen,Tiguan S FWD,2023,Automatic,Gasoline,4,25590,1996,184
Volkswagen,Jetta R-Line FWD,2020,Automatic,Gasoline,4,20325,16444,147
Volkswagen,Tiguan SE FWD,2023,Automatic,Gasoline,4,27963,6124,184
Volkswagen,Tiguan SE FWD,2023,Automatic,Gasoline,4,27999,447,184
Volkswagen,Tiguan SE FWD,2023,Automatic,Gasoline,4,26457,5458,184
Volkswagen,Atlas V6 SE 4Motion with Technology,2022,Automatic,Gasoline,4,31000,31487,276
Volkswagen,Atlas 3.6L SE 4Motion AWD with Technology,2023,Automatic,Gasoline,4,39498,3243,276
Volkswagen,Tiguan SE FWD,2023,Automatic,Gasoline,4,27998,8717,184
Volkswagen,Tiguan S FWD,2023,Automatic,Gasoline,4,25099,2477,184
Volkswagen,Tiguan SEL FWD,2021,Automatic,Gasoline,4,24891,16098,184
Volkswagen,Atlas Cross Sport V6 SE FWD with Technology,2023,Automatic,Gasoline,4,33351,14462,276
Volkswagen,Tiguan SE FWD,2023,Automatic,Gasoline,4,28991,2873,184
Volkswagen,Tiguan SE FWD,2023,Automatic,Gasoline,4,29775,2374,184
Volkswagen,Tiguan S 4Motion,2019,Automatic,Gasoline,4,16995,13594,184
Volkswagen,Tiguan SEL,2018,Automatic,Gasoline,4,14500,56044,184
Volkswagen,Atlas Cross Sport SE 4Motion with Technology,2021,Automatic,Gasoline,4,26975,20289,235
Volkswagen,Atlas Cross Sport V6 SE FWD with Technology,2022,Automatic,Gasoline,4,30997,8744,276
Volkswagen,Jetta 1.4T S FWD,2016,Automatic,Gasoline,4,6995,73660,150
Volkswagen,Jetta 1.4T S FWD,2017,Automatic,Gasoline,4,5900,73772,150
Volkswagen,Touareg V6,2010,Automatic,Gasoline,4,3995,74872,280
Volkswagen,Beetle 2.5L Convertible,2007,Automatic,Gasoline,2,5577,64833,150
Volkswagen,Rabbit 2-door,2009,Automatic,Gasoline,2,2800,104932,170
Volkswagen,Passat 2.0T,2006,Automatic,Gasoline,4,3000,97496,200
Volkswagen,Jetta SE with Connectivity,2015,Automatic,Gasoline,4,6999,61621,170
Volkswagen,Jetta SE,2014,Automatic,Gasoline,4,7995,57468,170
Volkswagen,Tiguan SEL,2013,Automatic,Gasoline,4,7564,78375,200
Volkswagen,Jetta Base,2015,Automatic,Gasoline,4,6538,75255,115
Volkswagen,Golf GTI 2.0T 4-Door FWD,2012,Automatic,Gasoline,4,8995,59872,200
Volkswagen,Tiguan SE,2016,Automatic,Gasoline,4,9900,40797,200
Volkswagen,Tiguan SE 4Motion with Sunroof and Navigation,2013,Automatic,Gasoline,4,8995,54986,200
Volkswagen,Jetta SE,2010,Automatic,Gasoline,4,5988,82236,170
Volkswagen,Tiguan S,2018,Automatic,Gasoline,4,12998,49127,184
Volkswagen,Jetta S,2014,Automatic,Gasoline,4,5950,72525,115
Volkswagen,Jetta S FWD,2019,Automatic,Gasoline,4,11846,46887,147
Volkswagen,Jetta S FWD,2019,Automatic,Gasoline,4,9995,63055,147
Volkswagen,Passat 2.0T S FWD,2018,Automatic,Gasoline,4,7995,74005,174
Volkswagen,Jetta SportWagen SE FWD,2012,Automatic,Gasoline,4,6295,80726,170
Volkswagen,Beetle 1.8T Classic,2015,Automatic,Gasoline,2,7995,65516,170
Volkswagen,Passat SEL Premium,2013,Automatic,Gasoline,4,7400,71417,170
Volkswagen,Jetta S,2015,Automatic,Gasoline,4,9995,60240,115
Volkswagen,Tiguan SE 4Motion,2014,Automatic,Gasoline,4,6400,92091,200
Volkswagen,Jetta SEL Sport,2011,Automatic,Gasoline,4,8995,51634,170
Volkswagen,Jetta SE,2013,Automatic,Gasoline,4,8298,56770,170
Volkswagen,Beetle R-Line Convertible,2015,Automatic,Gasoline,2,17975,45010,210
Volkswagen,Beetle Turbo,2012,Automatic,Gasoline,2,9500,49958,200
Volkswagen,Beetle Turbo,2012,Automatic,Gasoline,2,11495,39624,200
Volkswagen,Rabbit 2-Door,2007,Automatic,Gasoline,2,7497,38836,150
Volkswagen,Jetta 1.8T Sport FWD,2016,Automatic,Gasoline,4,9999,50331,170
Volkswagen,Jetta 1.8T SE Sport FWD,2018,Automatic,Gasoline,4,12497,56780,170
Volkswagen,Atlas Cross Sport V6 SE FWD with Technology,2022,Automatic,Gasoline,4,25689,25179,276
Volkswagen,Golf 2.5L PZEV FWD,2014,Automatic,Gasoline,4,11995,20731,170
Volkswagen,Beetle 1.8T S,2017,Automatic,Gasoline,2,14877,35628,170
Volkswagen,Jetta S FWD,2021,Automatic,Gasoline,4,12900,43180,147
Volkswagen,Jetta Wolfsburg Edition,2010,Automatic,Gasoline,4,2500,102775,200
Volkswagen,Tiguan SEL,2016,Automatic,Gasoline,4,12395,62013,200
Volkswagen,Golf GTI 2.0T Autobahn 4-Door FWD,2017,Automatic,Gasoline,4,13990,64332,220
Volkswagen,Touareg VR6 Lux,2011,Automatic,Gasoline,4,9995,72219,280
Volkswagen,Tiguan SE FWD,2022,Automatic,Gasoline,4,22589,9504,184
Volkswagen,Jetta SE,2013,Automatic,Gasoline,4,8995,35415,170
Volkswagen,Passat R-Line,2017,Automatic,Gasoline,4,8981,72695,170
Volkswagen,Jetta S FWD,2021,Automatic,Gasoline,4,14912,42751,147
Volkswagen,Tiguan SE FWD,2022,Automatic,Gasoline,4,22683,19631,184
Volkswagen,Tiguan S 4Motion,2020,Automatic,Gasoline,4,17999,25215,184
Volkswagen,Tiguan SEL R-Line 4Motion,2019,Automatic,Gasoline,4,20990,23083,184
Volkswagen,Passat 2.0T R-Line FWD,2020,Automatic,Gasoline,4,14420,48302,174
Volkswagen,Passat 1.8T S,2016,Automatic,Gasoline,4,8995,54552,170
Volkswagen,Jetta 1.4T SE FWD,2018,Automatic,Gasoline,4,14104,42181,150
Volkswagen,Jetta GLI S FWD,2021,Automatic,Gasoline,4,18990,41984,228
Volkswagen,Jetta R-Line FWD,2020,Automatic,Gasoline,4,16995,32483,147
Volkswagen,Tiguan SE R-Line Black 4Motion,2021,Automatic,Gasoline,4,23995,20024,184
Volkswagen,Tiguan SE R-Line Black FWD,2022,Automatic,Gasoline,4,25960,2717,184
Volkswagen,Passat 1.8T SEL Premium,2016,Automatic,Gasoline,4,13462,50263,170
Volkswagen,Golf Alltrack SE 4Motion AWD,2017,Automatic,Gasoline,4,19999,31181,170
Volkswagen,Atlas Cross Sport SE 4Motion with Technology,2021,Automatic,Gasoline,4,25497,24657,235
Volkswagen,Tiguan S 4Motion AWD,2017,Automatic,Gasoline,4,8991,78019,200
Volkswagen,Passat SE,2013,Automatic,Gasoline,4,7400,65362,170
Volkswagen,Tiguan SEL 4Motion,2019,Automatic,Gasoline,4,13318,76437,184
Volkswagen,Tiguan SEL Premium R-Line 4Motion,2020,Automatic,Gasoline,4,23322,46858,184
Volkswagen,Jetta S FWD,2019,Automatic,Gasoline,4,11900,42606,147
Volkswagen,Jetta 1.4T S FWD,2017,Automatic,Gasoline,4,8500,62652,150
Volkswagen,Jetta S FWD,2021,Automatic,Gasoline,4,16889,29471,147
Volkswagen,Jetta SE FWD,2019,Automatic,Gasoline,4,13992,38925,147
Volkswagen,Tiguan S 4Motion,2020,Automatic,Gasoline,4,17887,31634,184
Volkswagen,Jetta S FWD,2019,Automatic,Gasoline,4,15688,37790,147
Volkswagen,Passat SEL,2013,Automatic,Gasoline,4,7000,73371,170
Volkswagen,Tiguan SE 4Motion AWD,2018,Automatic,Gasoline,4,16495,28692,184
Volkswagen,Jetta S FWD,2020,Automatic,Gasoline,4,14681,26195,147
Volkswagen,Jetta SE FWD,2019,Automatic,Gasoline,4,11995,60522,147
Volkswagen,Golf GTI 2.0T 4-Door FWD with Sunroof and Navigation,2012,Automatic,Gasoline,4,7000,86201,200
Volkswagen,Golf TSI SEL 4-Door FWD,2017,Automatic,Gasoline,4,13995,57348,170
Volkswagen,Tiguan S FWD,2023,Automatic,Gasoline,4,22700,8725,184
Volkswagen,Golf SportWagen 1.8T S 4Motion,2017,Automatic,Gasoline,4,10995,60028,170
Volkswagen,Tiguan S 4Motion,2013,Automatic,Gasoline,4,6900,78263,200
Volkswagen,Jetta S with Sunroof,2012,Automatic,Gasoline,4,7400,54681,115
Volkswagen,Jetta SEL Premium FWD,2021,Automatic,Gasoline,4,18590,21590,147
Volkswagen,Beetle 1.8T Entry,2014,Automatic,Gasoline,2,7795,78648,170
Volkswagen,Jetta SEL FWD,2020,Automatic,Gasoline,4,20313,18585,147
Volkswagen,Tiguan SE R-Line Black FWD,2020,Automatic,Gasoline,4,16390,32198,184
Volkswagen,Tiguan SE 4Motion,2021,Automatic,Gasoline,4,21738,11310,184
Volkswagen,Jetta S FWD,2019,Automatic,Gasoline,4,10995,62285,147
Volkswagen,Golf GTI 2.0T Autobahn 4-Door FWD,2015,Automatic,Gasoline,4,12498,45756,210
Volkswagen,Golf SportWagen 1.4T S FWD,2019,Automatic,Gasoline,4,14481,44475,147
Volkswagen,Tiguan SE FWD,2023,Automatic,Gasoline,4,25889,3546,184
Volkswagen,Arteon SEL R-Line 4Motion,2020,Automatic,Gasoline,4,26589,24806,268
Volkswagen,Jetta 1.4T S FWD,2017,Automatic,Gasoline,4,8999,68053,150
Volkswagen,Jetta S FWD,2021,Automatic,Gasoline,4,17995,18299,147
Volkswagen,Tiguan S 4Motion,2019,Automatic,Gasoline,4,14980,40846,184
Volkswagen,Passat 2.0T S FWD,2018,Automatic,Gasoline,4,17580,15330,174
Volkswagen,Tiguan SE R-Line Black FWD,2022,Automatic,Gasoline,4,27715,5568,184
Volkswagen,Jetta S FWD,2019,Automatic,Gasoline,4,16995,13412,147
Volkswagen,Tiguan S 4Motion,2021,Automatic,Gasoline,4,16489,36880,184
Volkswagen,Tiguan S 4Motion AWD,2017,Automatic,Gasoline,4,11100,52393,200
Volkswagen,Beetle 2.5L Convertible with Sound and Navigation,2013,Automatic,Gasoline,2,12900,50436,170
Volkswagen,Jetta 1.4T SE FWD,2017,Automatic,Gasoline,4,9899,67113,150
Volkswagen,Tiguan SEL 4Motion,2020,Automatic,Gasoline,4,19998,31223,184
Volkswagen,Atlas Cross Sport V6 SE FWD with Technology,2021,Automatic,Gasoline,4,26994,24314,276
Volkswagen,Tiguan S 4Motion,2020,Automatic,Gasoline,4,17990,12741,184
Volkswagen,Beetle 1.8T Convertible,2015,Automatic,Gasoline,2,12975,55197,170
Volkswagen,Jetta S FWD,2021,Automatic,Gasoline,4,18995,7699,147
Volkswagen,Atlas V6 SEL 4Motion,2022,Automatic,Gasoline,4,31387,27553,276
Volkswagen,Passat 2.0T SE R-Line FWD,2019,Automatic,Gasoline,4,19999,32075,174
Volkswagen,Tiguan SE R-Line Black 4Motion,2021,Automatic,Gasoline,4,25999,19131,184
Volkswagen,Jetta S FWD,2021,Automatic,Gasoline,4,15612,58199,147
Volkswagen,Tiguan S FWD,2021,Automatic,Gasoline,4,19189,23872,184
Volkswagen,Tiguan S 4Motion,2020,Automatic,Gasoline,4,20995,13327,184
Volkswagen,Tiguan SE FWD,2020,Automatic,Gasoline,4,20489,24108,184
Volkswagen,Atlas Cross Sport SE 4Motion with Technology,2021,Automatic,Gasoline,4,27988,16911,235
Volkswagen,Jetta SE with Conv and Sunroof,2013,Automatic,Gasoline,4,8600,47535,170
Volkswagen,Jetta S FWD,2021,Automatic,Gasoline,4,15545,46292,147
Volkswagen,CC 2.0T Sport FWD,2010,Automatic,Gasoline,4,4995,83804,200
Volkswagen,Atlas Cross Sport V6 SEL Premium 4Motion,2021,Automatic,Gasoline,4,33988,14655,276
Volkswagen,Tiguan SE,2018,Automatic,Gasoline,4,15500,39177,184
Volkswagen,Jetta S,2015,Automatic,Gasoline,4,7995,67980,115
Volkswagen,Golf TSI FWD,2020,Automatic,Gasoline,4,18495,13785,147
Volkswagen,Tiguan SE FWD,2021,Automatic,Gasoline,4,17995,40230,184
Volkswagen,Tiguan SEL R-Line 4Motion,2023,Automatic,Gasoline,4,31721,12667,184
Volkswagen,Jetta S FWD,2019,Automatic,Gasoline,4,14944,42576,147
Volkswagen,Passat SE with Sunroof 1.8,2014,Automatic,Gasoline,4,9999,64491,170
Volkswagen,Tiguan SE R-Line Black 4Motion,2020,Automatic,Gasoline,4,24888,13327,184
Volkswagen,Passat SE,2012,Automatic,Gasoline,4,6295,60497,170
Volkswagen,Tiguan S 4Motion,2020,Automatic,Gasoline,4,17586,29203,184
Volkswagen,Tiguan SE FWD,2023,Automatic,Gasoline,4,26490,9245,184
Volkswagen,Tiguan SE 4Motion,2021,Automatic,Gasoline,4,19395,37244,184
Volkswagen,Atlas Cross Sport SE FWD with Technology,2023,Automatic,Gasoline,4,29369,19762,235
Volkswagen,Tiguan SEL 4Motion,2018,Automatic,Gasoline,4,17489,25786,184
Volkswagen,Beetle 2.5L,2014,Automatic,Gasoline,2,12991,22303,170
Volkswagen,Jetta SE FWD,2021,Automatic,Gasoline,4,16495,27887,147
Volkswagen,Jetta R-Line FWD,2019,Automatic,Gasoline,4,14795,38966,147
Volkswagen,Passat S 1.8,2014,Automatic,Gasoline,4,6999,70334,170
Volkswagen,Eos Lux SULEV,2012,Automatic,Gasoline,2,6650,77991,200
Volkswagen,Golf GTI 2.0T Autobahn FWD,2022,Automatic,Gasoline,4,29356,19282,241
Volkswagen,Tiguan S 4Motion,2013,Automatic,Gasoline,4,7500,84790,200
Volkswagen,Passat 2.0T SE FWD,2021,Automatic,Gasoline,4,16244,32234,174
Volkswagen,Tiguan SEL R-Line 4Motion,2022,Automatic,Gasoline,4,29289,22495,184
Volkswagen,Tiguan SE 4Motion,2024,Automatic,Gasoline,4,30990,1489,184
Volkswagen,Tiguan S FWD,2019,Automatic,Gasoline,4,15877,40385,184
Volkswagen,Beetle 2.0T S Hatchback FWD,2018,Automatic,Gasoline,2,21000,20148,174
Volkswagen,CC 2.0T Lux Limited FWD,2012,Automatic,Gasoline,4,7500,59652,200
Volkswagen,Jetta S,2015,Automatic,Gasoline,4,7500,60167,115
Volkswagen,Jetta 1.4T SE FWD,2016,Automatic,Gasoline,4,6499,93578,150
Volkswagen,Tiguan SE 4Motion,2020,Automatic,Gasoline,4,23110,13809,184
Volkswagen,Golf,2012,Automatic,Gasoline,4,5998,82691,170
Volkswagen,Tiguan SE R-Line Black FWD,2022,Automatic,Gasoline,4,25998,14023,184
Volkswagen,Jetta SE with Connectivity,2014,Automatic,Gasoline,4,6900,78914,170
Volkswagen,Atlas Cross Sport SEL 4Motion,2022,Automatic,Gasoline,4,31189,17083,235
Volkswagen,Beetle 2.5L with Sound and Navigation,2012,Automatic,Gasoline,2,11724,30538,170
Volkswagen,Atlas Cross Sport V6 SE 4Motion AWD with Technology,2023,Automatic,Gasoline,4,32999,9061,276
Volkswagen,Jetta SE with Connectivity,2014,Automatic,Gasoline,4,6991,56998,170
Volkswagen,Atlas Cross Sport SEL R-Line Black 4Motion,2023,Automatic,Gasoline,4,37691,13589,235
Volkswagen,Tiguan SE 4Motion,2020,Automatic,Gasoline,4,15990,38554,184
Volkswagen,Tiguan SE FWD,2022,Automatic,Gasoline,4,25498,653,184
Volkswagen,Tiguan S FWD,2023,Automatic,Gasoline,4,23995,7971,184
Volkswagen,Jetta R-Line FWD,2020,Automatic,Gasoline,4,18590,21661,147
Volkswagen,Passat 1.8T SE,2017,Automatic,Gasoline,4,8788,76171,170
Volkswagen,Passat SE V6 with Sunroof,2013,Automatic,Gasoline,4,7995,75683,280
Volkswagen,Tiguan SE FWD,2023,Automatic,Gasoline,4,26490,8395,184
Volkswagen,Tiguan S 4Motion,2021,Automatic,Gasoline,4,15986,37975,184
Volkswagen,Golf SportWagen 1.8T S,2017,Automatic,Gasoline,4,14183,25096,170
Volkswagen,Jetta SE FWD,2021,Automatic,Gasoline,4,16997,25337,147
Volkswagen,Atlas 3.6L SEL 4Motion AWD,2023,Automatic,Gasoline,4,39445,4328,276
Volkswagen,Jetta SE FWD,2019,Automatic,Gasoline,4,9900,95902,147
Volkswagen,Tiguan SE,2018,Automatic,Gasoline,4,16998,35061,184
Volkswagen,Tiguan S FWD,2023,Automatic,Gasoline,4,23995,6944,184
Volkswagen,Atlas Cross Sport SE 4Motion with Technology,2021,Automatic,Gasoline,4,27995,14146,235
Volkswagen,Tiguan SEL R-Line 4Motion,2022,Automatic,Gasoline,4,25800,12688,184
Volkswagen,Tiguan SEL FWD,2019,Automatic,Gasoline,4,22998,28484,184
Volkswagen,Arteon 2.0T SE R-Line FWD,2023,Automatic,Gasoline,4,33000,5107,300
Volkswagen,Atlas Cross Sport V6 SEL 4Motion AWD,2023,Automatic,Gasoline,4,39804,3240,276
Volkswagen,Tiguan SE 4Motion,2016,Automatic,Gasoline,4,11995,61937,200
Volkswagen,Jetta SE FWD,2021,Automatic,Gasoline,4,13850,52009,147
Volkswagen,Beetle 2.5L,2007,Automatic,Gasoline,2,4990,70836,150
Volkswagen,Passat 1.8T SE FWD with Sunroof and Navigation,2015,Automatic,Gasoline,4,7990,77382,170
Volkswagen,Jetta S FWD,2019,Automatic,Gasoline,4,14195,23427,147
Volkswagen,Jetta S FWD,2021,Automatic,Gasoline,4,14994,45970,147
Volkswagen,Jetta S FWD,2020,Automatic,Gasoline,4,13792,33423,147
Volkswagen,Touareg VR6 Sport,2014,Automatic,Gasoline,4,9595,60192,280
Volkswagen,Tiguan SE 4Motion,2022,Automatic,Gasoline,4,21450,17625,184
Volkswagen,Tiguan SEL 4Motion,2014,Automatic,Gasoline,4,13998,26458,200
Volkswagen,Jetta S,2015,Automatic,Gasoline,4,8990,50677,115
Volkswagen,Atlas 2.0T SE FWD with Technology,2023,Automatic,Gasoline,4,33989,7064,235
Volkswagen,Arteon SEL R-Line 4Motion,2022,Automatic,Gasoline,4,32995,9967,300
Volkswagen,Touareg 2 VR6,2008,Automatic,Gasoline,4,3995,100042,280
Volkswagen,Tiguan S,2012,Automatic,Gasoline,4,9500,35505,200
Volkswagen,Golf GTI 2.0T SE 4-Door FWD,2016,Automatic,Gasoline,4,13999,56065,210
Volkswagen,Passat 2.0T Wolfsburg FWD,2019,Automatic,Gasoline,4,17999,16789,174
Volkswagen,Tiguan S FWD,2020,Automatic,Gasoline,4,16996,25014,184
Volkswagen,Jetta S FWD,2020,Automatic,Gasoline,4,13900,32790,147
Volkswagen,Tiguan SEL 4Motion,2021,Automatic,Gasoline,4,21119,25248,184
Volkswagen,Tiguan SEL R-Line 4Motion,2022,Automatic,Gasoline,4,29888,21080,184
Volkswagen,Passat Wolfsburg Edition 1.8,2014,Automatic,Gasoline,4,7800,65486,170
Volkswagen,Golf TSI SE FWD,2015,Automatic,Gasoline,4,10695,67289,170
Volkswagen,Tiguan SEL 4Motion,2021,Automatic,Gasoline,4,19850,39106,184
Volkswagen,Tiguan SEL FWD,2020,Automatic,Gasoline,4,17800,61481,184
Volkswagen,Beetle 2.5L Convertible with Sound and Navigation,2013,Automatic,Gasoline,2,13250,51574,170
Volkswagen,Tiguan S,2018,Automatic,Gasoline,4,14995,46728,184
Volkswagen,CC 2.0T Sport FWD,2013,Automatic,Gasoline,4,7500,72003,200
Volkswagen,Tiguan S 4Motion AWD,2017,Automatic,Gasoline,4,9995,67098,200
Volkswagen,Tiguan S,2009,Automatic,Gasoline,4,7895,43536,200
Volkswagen,Touareg V6,2010,Automatic,Gasoline,4,5000,96049,280
Volkswagen,Atlas 2.0T SE 4Motion AWD with Technology,2023,Automatic,Gasoline,4,35999,12034,235
Volkswagen,Tiguan SE 4Motion,2021,Automatic,Gasoline,4,17581,35042,184
Volkswagen,Jetta SE,2015,Automatic,Gasoline,4,8795,59389,170
Volkswagen,Jetta S FWD,2019,Automatic,Gasoline,4,14900,40065,147
Volkswagen,Passat 1.8T SE FWD with Sunroof and Navigation,2015,Automatic,Gasoline,4,8991,61225,170
Volkswagen,Jetta S,2014,Automatic,Gasoline,4,6795,69074,115
Volkswagen,Passat 1.8T S,2017,Automatic,Gasoline,4,7290,84454,170
Volkswagen,Atlas 3.6L SE FWD with Technology,2023,Automatic,Gasoline,4,36791,1683,276
Volkswagen,Tiguan S FWD,2021,Automatic,Gasoline,4,21995,14923,184
Volkswagen,Tiguan SEL 4Motion,2019,Automatic,Gasoline,4,14785,58636,184
Volkswagen,Atlas 2.0T SE 4Motion AWD with Technology,2023,Automatic,Gasoline,4,30997,9695,235
Volkswagen,Golf GTI 2.0T S 4-Door FWD,2015,Automatic,Gasoline,4,13991,48269,210
Volkswagen,Atlas 2.0T SE FWD with Technology,2023,Automatic,Gasoline,4,34750,8315,235
Volkswagen,Tiguan S FWD,2021,Automatic,Gasoline,4,16771,38010,184
Volkswagen,Jetta Sport,2015,Automatic,Gasoline,4,9950,65068,170
Volkswagen,Golf GTI 2.0T Wolfsburg Edition 4-Door FWD,2013,Automatic,Gasoline,4,11999,50796,200
Volkswagen,Jetta 1.4T S FWD,2017,Automatic,Gasoline,4,7989,73709,150
Volkswagen,Tiguan SE FWD,2023,Automatic,Gasoline,4,27089,4192,184
Volkswagen,Tiguan SE FWD,2020,Automatic,Gasoline,4,17790,19350,184
Volkswagen,CC 2.0T Sport Plus FWD,2013,Automatic,Gasoline,4,5999,82027,200
Volkswagen,Tiguan,2012,Automatic,Gasoline,4,5995,79171,200
Volkswagen,Golf TSI FWD,2021,Automatic,Gasoline,4,16957,38229,147
Volkswagen,Tiguan SEL 4Motion,2019,Automatic,Gasoline,4,17341,50640,184
Volkswagen,Jetta 1.4T S FWD,2018,Automatic,Gasoline,4,14688,21235,150
Volkswagen,Jetta SE,2014,Automatic,Gasoline,4,7400,64810,170
Volkswagen,Jetta SE FWD,2021,Automatic,Gasoline,4,16977,37802,147
Volkswagen,Golf TSI S 4-Door FWD,2016,Automatic,Gasoline,4,12800,35037,170
Volkswagen,CC 2.0T Sport FWD,2017,Automatic,Gasoline,4,10298,63303,200
Volkswagen,Passat SE 1.8,2014,Automatic,Gasoline,4,9850,52393,170
Volkswagen,Golf SportWagen SE,2015,Automatic,Gasoline,4,12488,61995,170
Volkswagen,Tiguan S 4Motion,2016,Automatic,Gasoline,4,13288,39742,200
Volkswagen,Eos Komfort SULEV,2015,Automatic,Gasoline,2,13989,54324,200
Volkswagen,Atlas V6 SE FWD with Technology,2022,Automatic,Gasoline,4,28977,27964,276
Volkswagen,Jetta S FWD,2019,Automatic,Gasoline,4,11998,53755,147
Volkswagen,Tiguan S,2014,Automatic,Gasoline,4,8550,57756,200
Volkswagen,Passat 1.8T SE with Technology Pkg,2017,Automatic,Gasoline,4,10995,65741,170
Volkswagen,Tiguan SE FWD,2023,Automatic,Gasoline,4,25991,10353,184
Volkswagen,Jetta SE,2014,Automatic,Gasoline,4,7495,68653,170
Volkswagen,Golf GTI 2.0T S 4-Door FWD,2015,Automatic,Gasoline,4,16990,26163,210
Volkswagen,Golf 2.5L,2011,Automatic,Gasoline,4,6490,88691,170
Volkswagen,Tiguan S,2015,Automatic,Gasoline,4,7995,67541,200
Volkswagen,Passat SE,2013,Automatic,Gasoline,4,7988,73545,170
Volkswagen,Tiguan SE 4Motion,2013,Automatic,Gasoline,4,12500,39638,200
Volkswagen,Jetta SE,2015,Automatic,Gasoline,4,6999,83000,170
Volkswagen,Golf Alltrack S 4Motion AWD,2017,Automatic,Gasoline,4,15984,52664,170
Volkswagen,Golf GTI 2.0T 4-Door FWD,2013,Automatic,Gasoline,4,11000,72361,200
Volkswagen,Beetle 2.0T S Hatchback FWD,2018,Automatic,Gasoline,2,17995,34508,174
Volkswagen,Tiguan SEL 4Motion,2018,Automatic,Gasoline,4,16995,43735,184
Volkswagen,Tiguan SEL FWD,2019,Automatic,Gasoline,4,19743,23204,184
Volkswagen,Beetle 1.8T S Convertible,2016,Automatic,Gasoline,2,12499,56734,170
Volkswagen,Jetta 1.4T SE FWD,2016,Automatic,Gasoline,4,7690,64263,150
Volkswagen,Tiguan S,2012,Automatic,Gasoline,4,8977,58332,200
Volkswagen,Tiguan SE,2016,Automatic,Gasoline,4,10995,56171,200
Volkswagen,Passat SEL Premium,2013,Automatic,Gasoline,4,9400,50621,170
Volkswagen,Tiguan S FWD,2021,Automatic,Gasoline,4,18500,14713,184
Volkswagen,CC 2.0T Sport FWD,2012,Automatic,Gasoline,4,7299,59555,200
Volkswagen,Atlas Cross Sport V6 SEL Premium R-Line 4Motion AWD,2022,Automatic,Gasoline,4,38299,18593,276
Volkswagen,Golf TSI S FWD,2015,Automatic,Gasoline,2,10495,63709,170
Volkswagen,Tiguan S,2016,Automatic,Gasoline,4,11495,45925,200
Volkswagen,Tiguan SE,2016,Automatic,Gasoline,4,11500,56419,200
Volkswagen,Tiguan S FWD,2019,Automatic,Gasoline,4,17500,31624,184
Volkswagen,CC 2.0T Sport FWD,2013,Automatic,Gasoline,4,7799,76176,200
Volkswagen,Tiguan S,2015,Automatic,Gasoline,4,7495,95360,200
Volkswagen,Jetta 1.4T S FWD,2017,Automatic,Gasoline,4,9500,69233,150
Volkswagen,Passat Wolfsburg Edition 1.8,2014,Automatic,Gasoline,4,8495,67139,170
Volkswagen,Jetta SE w/ Conv,2011,Automatic,Gasoline,4,7800,51698,170
Volkswagen,Beetle 2.5L with Sunroof,2013,Automatic,Gasoline,2,10290,65028,170
Volkswagen,Jetta 1.4T S FWD,2018,Automatic,Gasoline,4,10891,57047,150
Volkswagen,Jetta S,2015,Automatic,Gasoline,4,7190,79092,115
Volkswagen,Passat 2.0T S FWD,2018,Automatic,Gasoline,4,10495,73248,174
Volkswagen,Passat 2.0T SE FWD,2021,Automatic,Gasoline,4,16895,34466,174
Volkswagen,Golf GTI 2.0T Driver's Edition 4-Door FWD,2013,Automatic,Gasoline,4,12500,51594,200
Volkswagen,Passat 1.8T S FWD,2015,Automatic,Gasoline,4,7994,67087,170
Volkswagen,Tiguan,2016,Automatic,Gasoline,4,10999,68973,200
Volkswagen,Passat 1.8T SE,2016,Automatic,Gasoline,4,9495,72695,170
Volkswagen,Atlas V6 SEL Premium R-Line 4Motion,2022,Automatic,Gasoline,4,39991,6170,276
