brand,model,year,transmission,fuel,nb_of_doors,price,miles,engine(hp)
Mitsubishi,Outlander SE AWD,2022,Manual,Gasoline,4,25056,15664,181
Mitsubishi,Outlander SEL FWD,2019,Automatic,Gasoline,4,12989,58114,166
Mitsubishi,Outlander Sport SE FWD,2021,Manual,Gasoline,4,17300,37531,148
Mitsubishi,Mirage G4 ES FWD,2019,Manual,Gasoline,4,7995,47125,78
Mitsubishi,Outlander Sport SE AWD,2018,Manual,Gasoline,4,14458,45558,168
Mitsubishi,Outlander ES AWD,2017,Automatic,Gasoline,4,10950,49091,166
Mitsubishi,Mirage ES FWD,2021,Manual,Gasoline,4,10397,46461,78
Mitsubishi,Eclipse GS,2007,Automatic,Gasoline,2,3995,101097,162
Mitsubishi,Outlander Sport LE,2018,Manual,Gasoline,4,12997,36857,148
Mitsubishi,Lancer Evolution GSR,2008,Manual,Gasoline,4,15000,110081,291
Mitsubishi,Outlander SEL FWD,2023,Manual,Gasoline,4,27509,3233,181
Mitsubishi,Outlander SEL,2017,Manual,Gasoline,4,11743,67788,166
Mitsubishi,Eclipse Cross ES AWD,2018,Manual,Gasoline,4,16599,25989,152
Mitsubishi,Lancer Evolution GSR,2008,Manual,Gasoline,4,19995,75743,291
Mitsubishi,Outlander SEL AWD,2022,Automatic,Gasoline,4,29998,5715,181
Mitsubishi,Outlander SE AWD,2016,Manual,Gasoline,4,9995,81319,166
Mitsubishi,Outlander Sport LE AWD,2022,Manual,Gasoline,4,19796,25654,148
Mitsubishi,Outlander ES AWD,2023,Manual,Gasoline,4,24995,5159,181
Mitsubishi,Mirage G4 ES FWD,2020,Automatic,Gasoline,4,9995,28996,78
Mitsubishi,Outlander Sport ES,2014,Automatic,Gasoline,4,8400,47883,148
Mitsubishi,Outlander GT S-AWC AWD,2018,Automatic,Gasoline,4,16995,42378,224
Mitsubishi,Mirage ES,2018,Manual,Gasoline,4,10000,35460,78
Mitsubishi,Outlander Sport ES AWD,2019,Manual,Gasoline,4,16169,32829,148
Mitsubishi,Eclipse Cross SE S-AWC,2023,Manual,Gasoline,4,22495,12301,152
Mitsubishi,Mirage DE,2015,Automatic,Gasoline,4,6999,58734,74
Mitsubishi,Outlander SEL FWD,2018,Automatic,Gasoline,4,14495,46152,166
Mitsubishi,Outlander ES FWD,2018,Manual,Gasoline,4,11490,66883,166
Mitsubishi,Outlander Sport ES AWD,2017,Manual,Gasoline,4,10950,62841,148
Mitsubishi,Outlander Sport ES AWD,2015,Manual,Gasoline,4,10966,40468,148
Mitsubishi,Outlander Sport SE AWD,2015,Manual,Gasoline,4,10499,66131,148
Mitsubishi,Outlander ES AWC AWD,2019,Manual,Gasoline,4,12277,57874,166
Mitsubishi,Galant FE,2012,Automatic,Gasoline,4,2950,124274,160
Mitsubishi,Outlander SEL FWD,2018,Manual,Gasoline,4,13983,55312,166
Mitsubishi,Mirage G4 ES FWD,2023,Manual,Gasoline,4,14600,7187,78
Mitsubishi,Outlander SEL FWD,2020,Automatic,Gasoline,4,15581,37317,166
Mitsubishi,Mirage LE FWD,2021,Manual,Gasoline,4,11500,11445,78
Mitsubishi,Outlander ES,2016,Automatic,Gasoline,4,9996,59315,166
Mitsubishi,Outlander SE,2017,Manual,Gasoline,4,12998,41247,166
Mitsubishi,Outlander SE AWD,2015,Automatic,Gasoline,4,9888,59265,166
Mitsubishi,Outlander Sport SE AWD,2017,Automatic,Gasoline,4,14313,28630,168
Mitsubishi,Outlander ES FWD,2019,Manual,Gasoline,4,13889,44772,166
Mitsubishi,Lancer Evolution GSR,2008,Manual,Gasoline,4,22500,55618,291
Mitsubishi,Mirage G4 ES FWD,2023,Automatic,Gasoline,4,11995,8000,78
Mitsubishi,Outlander SEL AWD,2020,Manual,Gasoline,4,17188,43667,166
Mitsubishi,Lancer ES FWD,2016,Manual,Gasoline,4,8500,60750,148
Mitsubishi,Mirage G4 ES FWD,2021,Manual,Gasoline,4,8295,32316,78
Mitsubishi,Outlander Sport SE AWD,2023,Manual,Gasoline,4,19899,9610,148
Mitsubishi,Outlander Sport LE AWD,2021,Automatic,Gasoline,4,17495,27435,148
Mitsubishi,Outlander Sport ES AWD,2017,Automatic,Gasoline,4,10942,46017,148
Mitsubishi,Outlander Sport ES AWD,2018,Automatic,Gasoline,4,13000,50456,148
Mitsubishi,Outlander SEL FWD,2019,Manual,Gasoline,4,14999,52716,166
Mitsubishi,Outlander LE FWD,2018,Manual,Gasoline,4,15900,34165,166
Mitsubishi,Outlander Sport ES AWD,2015,Manual,Gasoline,4,10995,50735,148
Mitsubishi,Outlander SEL S-AWC AWD,2019,Manual,Gasoline,4,14988,52836,166
Mitsubishi,Outlander SE AWD,2016,Manual,Gasoline,4,12999,52570,166
Mitsubishi,Eclipse Cross ES AWD,2019,Manual,Gasoline,4,13890,41706,152
Mitsubishi,Lancer ES,2017,Manual,Gasoline,4,7990,84541,148
Mitsubishi,Lancer ES,2017,Automatic,Gasoline,4,8995,73117,148
Mitsubishi,Outlander Sport ES AWD,2022,Manual,Gasoline,4,20885,9102,148
Mitsubishi,Lancer ES AWD,2016,Automatic,Gasoline,4,7995,85046,168
Mitsubishi,Outlander Sport 2.4 ES AWD,2016,Automatic,Gasoline,4,10495,66176,168
Mitsubishi,Outlander Sport ES FWD,2022,Manual,Gasoline,4,17768,22987,148
Mitsubishi,Outlander Sport ES,2016,Manual,Gasoline,4,9000,72615,148
Mitsubishi,Outlander Sport SE FWD,2020,Manual,Gasoline,4,13991,48131,148
Mitsubishi,Mirage G4 ES,2017,Manual,Gasoline,4,8716,55495,78
Mitsubishi,Eclipse Cross SEL FWD,2022,Automatic,Gasoline,4,21000,27998,152
Mitsubishi,Eclipse Cross SE AWD,2019,Automatic,Gasoline,4,16400,31756,152
Mitsubishi,Outlander Sport ES AWD,2023,Manual,Gasoline,4,17199,18382,148
Mitsubishi,Eclipse Cross ES AWD,2019,Manual,Gasoline,4,13995,44233,152
Mitsubishi,Outlander SE AWD,2022,Manual,Gasoline,4,23995,27266,181
Mitsubishi,Outlander Black Edition AWD,2022,Manual,Gasoline,4,25434,23443,181
Mitsubishi,Outlander Sport SE AWD,2013,Manual,Gasoline,4,8995,46727,148
Mitsubishi,Lancer Evolution GSR,2015,Manual,Gasoline,4,27990,28858,291
Mitsubishi,Lancer Evolution MR,2015,Automatic,Gasoline,4,19995,72603,291
Mitsubishi,Outlander Sport SE AWD,2013,Manual,Gasoline,4,8995,58409,148
Mitsubishi,Outlander Sport ES,2018,Manual,Gasoline,4,12995,46700,148
Mitsubishi,Outlander GT AWD,2020,Automatic,Gasoline,4,22971,19263,224
Mitsubishi,Outlander Sport SE AWD,2023,Manual,Gasoline,4,19699,9874,148
Mitsubishi,Outlander SEL,2016,Manual,Gasoline,4,10995,45133,166
Mitsubishi,Outlander SEL AWD,2017,Manual,Gasoline,4,12988,67881,166
Mitsubishi,Outlander ES FWD,2023,Automatic,Gasoline,4,26998,13514,181
Mitsubishi,Outlander Sport SE FWD,2019,Manual,Gasoline,4,13600,36202,148
Mitsubishi,Outlander Sport ES AWD,2024,Manual,Gasoline,4,24000,3598,148
Mitsubishi,Outlander SE,2015,Automatic,Gasoline,4,9999,58409,166
Mitsubishi,Outlander Sport ES,2017,Manual,Gasoline,4,10995,57295,148
Mitsubishi,Outlander SEL Special Edition AWD,2022,Manual,Gasoline,4,27998,15159,181
Mitsubishi,Outlander Sport ES FWD,2020,Automatic,Gasoline,4,15499,23980,148
Mitsubishi,Outlander SEL AWD,2022,Manual,Gasoline,4,28000,1680,181
Mitsubishi,Outlander Sport ES FWD,2021,Manual,Gasoline,4,15500,40988,148
Mitsubishi,Outlander Sport ES FWD,2020,Automatic,Gasoline,4,13994,29184,148
Mitsubishi,Outlander Sport ES AWD,2020,Manual,Gasoline,4,12950,81615,148
Mitsubishi,Outlander SEL AWD,2020,Manual,Gasoline,4,14388,73432,166
Mitsubishi,Outlander Sport ES FWD,2020,Automatic,Gasoline,4,14795,32488,148
Mitsubishi,Eclipse Cross SEL AWD,2019,Manual,Gasoline,4,15499,51614,152
Mitsubishi,Outlander ES FWD,2022,Manual,Gasoline,4,23995,14915,181
Mitsubishi,Outlander Sport SE AWD,2018,Manual,Gasoline,4,14698,44069,168
Mitsubishi,Eclipse Cross Ralliart S-AWC,2023,Automatic,Gasoline,4,25954,4755,152
Mitsubishi,Eclipse Cross SE S-AWC,2024,Manual,Gasoline,4,22888,7932,152
Mitsubishi,Outlander Sport ES AWD,2023,Manual,Gasoline,4,21871,6799,148
Mitsubishi,Outlander Sport SE FWD,2020,Manual,Gasoline,4,15995,34067,148
Mitsubishi,Eclipse Cross SE S-AWC AWD,2020,Manual,Gasoline,4,18995,18893,152
Mitsubishi,Outlander GT AWD,2016,Automatic,Gasoline,4,17425,28654,224
Mitsubishi,Mirage DE,2014,Automatic,Gasoline,4,4950,90787,74
Mitsubishi,Outlander Sport SE FWD,2019,Manual,Gasoline,4,15995,18607,148
Mitsubishi,Outlander Sport ES AWD,2015,Manual,Gasoline,4,11585,42908,148
Mitsubishi,Outlander Sport SE AWD,2014,Manual,Gasoline,4,9486,66861,148
Mitsubishi,Outlander Sport SE FWD,2021,Manual,Gasoline,4,15995,34828,148
Mitsubishi,Outlander Black Edition AWD,2022,Manual,Gasoline,4,25900,18267,181
Mitsubishi,Outlander Sport ES AWD,2019,Manual,Gasoline,4,11995,68389,148
Mitsubishi,Outlander SE AWD,2024,Manual,Gasoline,4,27985,407,181
Mitsubishi,Outlander SE,2017,Manual,Gasoline,4,15297,30030,166
Mitsubishi,Outlander Sport ES AWD,2018,Automatic,Gasoline,4,11995,70976,148
Mitsubishi,Outlander Black Edition FWD,2022,Manual,Gasoline,4,26980,5052,181
Mitsubishi,Outlander Sport S FWD,2021,Manual,Gasoline,4,15499,46514,148
Mitsubishi,Outlander Sport ES FWD,2021,Manual,Gasoline,4,16062,27180,148
Mitsubishi,Outlander ES S-AWC AWD,2018,Manual,Gasoline,4,13499,53178,166
Mitsubishi,Outlander Sport ES AWD,2021,Manual,Gasoline,4,16796,20590,148
Mitsubishi,Outlander Sport S AWD,2023,Automatic,Gasoline,4,19800,1816,148
Mitsubishi,Mirage ES,2018,Manual,Gasoline,4,8999,43889,78
Mitsubishi,Outlander SE,2014,Manual,Gasoline,4,7299,87642,166
Mitsubishi,Outlander SEL AWD,2024,Automatic,Gasoline,4,34998,6525,181
Mitsubishi,Outlander GT AWD,2017,Automatic,Gasoline,4,15497,62186,224
Mitsubishi,Mirage G4 Black Edition FWD,2023,Automatic,Gasoline,4,15995,7030,78
Mitsubishi,Outlander LE FWD,2018,Automatic,Gasoline,4,14495,35853,166
Mitsubishi,Mirage ES FWD,2020,Manual,Gasoline,4,10590,25044,78
Mitsubishi,Outlander SE,2016,Manual,Gasoline,4,10500,73519,166
Mitsubishi,Outlander Sport ES,2017,Manual,Gasoline,4,11498,37626,148
Mitsubishi,Outlander LE S-AWC AWD,2019,Manual,Gasoline,4,16995,38119,166
Mitsubishi,Outlander Sport SE AWD,2012,Automatic,Gasoline,4,7995,62082,148
Mitsubishi,Outlander Sport ES AWD,2021,Manual,Gasoline,4,15702,27786,148
Mitsubishi,Outlander Sport ES,2018,Manual,Gasoline,4,10900,66335,148
Mitsubishi,Outlander Sport ES,2017,Manual,Gasoline,4,10000,58091,148
Mitsubishi,Outlander Sport SE FWD,2021,Manual,Gasoline,4,13499,37877,148
Mitsubishi,Outlander Sport ES FWD,2019,Manual,Gasoline,4,15977,18362,148
Mitsubishi,Outlander Sport ES AWD,2015,Manual,Gasoline,4,15185,12227,148
Mitsubishi,Eclipse Cross SE AWD,2019,Manual,Gasoline,4,15787,34840,152
Mitsubishi,Outlander Sport SE AWD,2021,Manual,Gasoline,4,15885,45701,148
Mitsubishi,Lancer Evolution GSR,2013,Manual,Gasoline,4,29900,44614,291
Mitsubishi,Raider Duro Cross V8 4dr Extended Cab 4WD SB,2006,Automatic,Gasoline,4,9500,62156,230
Mitsubishi,Outlander Sport SE FWD,2019,Automatic,Gasoline,4,10495,78448,148
Mitsubishi,Lancer ES,2014,Automatic,Gasoline,4,5544,88774,148
Mitsubishi,Outlander Sport 2.4 ES,2016,Manual,Gasoline,4,9995,60264,168
Mitsubishi,Outlander Sport ES FWD,2021,Manual,Gasoline,4,16600,30924,148
Mitsubishi,Outlander ES AWD,2017,Automatic,Gasoline,4,14998,30412,166
Mitsubishi,Outlander Sport ES FWD,2020,Automatic,Gasoline,4,10999,50565,148
Mitsubishi,Outlander ES AWD,2020,Manual,Gasoline,4,19000,20562,166
Mitsubishi,Outlander Sport SE AWD,2021,Manual,Gasoline,4,15995,38106,148
Mitsubishi,Outlander ES AWD,2020,Manual,Gasoline,4,16999,32434,166
Mitsubishi,Eclipse Cross SE Special Edition AWD,2022,Manual,Gasoline,4,18475,39581,152
Mitsubishi,Mirage ES FWD,2020,Manual,Gasoline,4,9587,37889,78
Mitsubishi,Eclipse Cross LE AWD,2019,Manual,Gasoline,4,12295,49234,152
Mitsubishi,Outlander Sport ES,2016,Manual,Gasoline,4,8495,68581,148
Mitsubishi,Mirage G4 ES FWD,2018,Automatic,Gasoline,4,8995,45894,78
Mitsubishi,Mirage ES FWD,2021,Manual,Gasoline,4,9894,35171,78
Mitsubishi,Outlander Sport ES AWD,2015,Manual,Gasoline,4,8495,72406,148
Mitsubishi,Outlander Sport SE AWD,2018,Manual,Gasoline,4,10999,71643,168
Mitsubishi,Outlander Sport ES AWD,2023,Manual,Gasoline,4,20300,6508,148
Mitsubishi,Outlander SEL AWD,2023,Automatic,Gasoline,4,29508,8889,181
Mitsubishi,Outlander Sport GT AWD,2019,Automatic,Gasoline,4,18719,22528,168
Mitsubishi,Outlander Sport SE FWD,2020,Manual,Gasoline,4,16999,17325,148
Mitsubishi,Outlander Sport LE AWD,2022,Manual,Gasoline,4,19940,9550,148
Mitsubishi,Outlander Sport ES AWD,2020,Manual,Gasoline,4,15595,51760,148
Mitsubishi,Outlander Sport ES FWD,2020,Manual,Gasoline,4,13500,45222,148
Mitsubishi,Outlander Sport ES AWD,2023,Manual,Gasoline,4,20999,9127,148
Mitsubishi,Mirage G4 ES FWD,2023,Manual,Gasoline,4,16950,2195,78
Mitsubishi,Mirage G4 ES FWD,2018,Manual,Gasoline,4,6995,41227,78
Mitsubishi,Outlander Sport ES,2017,Automatic,Gasoline,4,9990,61275,148
Mitsubishi,Mirage ES FWD,2021,Manual,Gasoline,4,10900,33479,78
Mitsubishi,Mirage ES FWD,2021,Manual,Gasoline,4,11649,20771,78
Mitsubishi,Outlander Sport SE AWD,2019,Automatic,Gasoline,4,12980,42502,148
Mitsubishi,Outlander Sport SE FWD,2021,Automatic,Gasoline,4,13881,37450,148
Mitsubishi,Outlander SE AWD,2011,Manual,Gasoline,4,10750,43475,168
Mitsubishi,Mirage G4 SE FWD,2018,Manual,Gasoline,4,8500,57601,78
Mitsubishi,Outlander Sport ES AWD,2022,Manual,Gasoline,4,19995,19438,148
Mitsubishi,Mirage ES FWD,2022,Manual,Gasoline,4,10998,25448,78
Mitsubishi,Mirage G4 ES FWD,2020,Manual,Gasoline,4,11995,18906,78
Mitsubishi,Outlander SEL AWD,2020,Automatic,Gasoline,4,15995,57361,166
Mitsubishi,Outlander Sport SE AWD,2021,Manual,Gasoline,4,19495,10133,148
Mitsubishi,Mirage G4 SE FWD,2022,Manual,Gasoline,4,12991,13814,78
Mitsubishi,Outlander GT S-AWC AWD,2018,Automatic,Gasoline,4,17093,36123,224
Mitsubishi,Galant FE,2012,Automatic,Gasoline,4,3869,97660,160
Mitsubishi,Outlander Sport ES FWD,2020,Manual,Gasoline,4,12750,72716,148
Mitsubishi,Outlander SEL FWD,2020,Manual,Gasoline,4,15977,48935,166
Mitsubishi,Outlander SEL Black Edition FWD,2023,Manual,Gasoline,4,26490,2892,181
Mitsubishi,Outlander Sport ES AWD,2023,Automatic,Gasoline,4,18789,14557,148
Mitsubishi,Mirage ES FWD,2020,Manual,Gasoline,4,11750,26014,78
Mitsubishi,Mirage Black Edition FWD,2023,Manual,Gasoline,4,15481,5492,78
Mitsubishi,Outlander Sport ES AWD,2020,Manual,Gasoline,4,15499,40349,148
Mitsubishi,Outlander Sport ES AWD,2023,Manual,Diesel,4,19498,6473,148
Mitsubishi,Mirage ES FWD,2019,Manual,Gasoline,4,8199,45540,78
Mitsubishi,Outlander Sport SE FWD,2021,Manual,Gasoline,4,15050,38316,148
Mitsubishi,Lancer ES,2017,Automatic,Gasoline,4,11500,43004,148
Mitsubishi,Outlander Sport SE FWD,2021,Manual,Gasoline,4,16598,38798,148
Mitsubishi,Outlander SEL AWD,2022,Manual,Gasoline,4,24950,43593,181
Mitsubishi,Mirage G4 SE FWD,2022,Automatic,Gasoline,4,14500,5668,78
Mitsubishi,Outlander SE AWD,2016,Manual,Gasoline,4,10000,72882,166
Mitsubishi,Outlander Sport ES AWD,2023,Manual,Gasoline,4,21549,4146,148
Mitsubishi,Outlander SEL AWD,2023,Automatic,Gasoline,4,30900,9903,181
Mitsubishi,Outlander Sport SE FWD,2021,Manual,Gasoline,4,17200,15534,148
Mitsubishi,Lancer SE AWD,2012,Manual,Gasoline,4,7995,75935,168
Mitsubishi,Outlander Sport ES AWD,2020,Automatic,Gasoline,4,15995,29412,148
Mitsubishi,Outlander Sport ES AWD,2023,Manual,Gasoline,4,16791,14773,148
Mitsubishi,Outlander ES FWD,2023,Manual,Gasoline,4,23990,2686,181
Mitsubishi,Outlander SE,2014,Automatic,Gasoline,4,9490,62107,166
Mitsubishi,Outlander Sport SE AWD,2021,Manual,Gasoline,4,17458,23300,148
Mitsubishi,Eclipse Cross ES S-AWC AWD,2020,Automatic,Gasoline,4,15999,43748,152
Mitsubishi,Eclipse Cross ES S-AWC AWD,2022,Manual,Gasoline,4,18194,28376,152
Mitsubishi,Outlander Sport SEL,2018,Manual,Gasoline,4,13900,70462,168
Mitsubishi,Outlander Sport LE FWD,2022,Manual,Gasoline,4,19444,15192,148
Mitsubishi,Mirage LE FWD,2019,Manual,Gasoline,4,12490,20858,78
Mitsubishi,Outlander SEL FWD,2022,Automatic,Gasoline,4,28870,8111,181
Mitsubishi,Outlander Sport ES,2018,Manual,Gasoline,4,10299,73380,148
Mitsubishi,Outlander Sport ES FWD,2020,Manual,Gasoline,4,15650,42315,148
Mitsubishi,Mirage ES FWD,2021,Manual,Gasoline,4,11355,36065,78
Mitsubishi,Outlander Sport LE,2018,Manual,Gasoline,4,15500,33478,148
Mitsubishi,Eclipse Cross ES AWD,2019,Manual,Gasoline,4,14955,51069,152
Mitsubishi,Mirage ES,2018,Manual,Gasoline,4,9488,33747,78
Mitsubishi,Outlander Sport 2.4 ES AWD,2015,Automatic,Gasoline,4,9475,59828,168
Mitsubishi,Mirage ES FWD,2019,Automatic,Gasoline,4,10995,35605,78
Mitsubishi,Outlander SE FWD,2022,Manual,Gasoline,4,21991,38329,181
Mitsubishi,Outlander Sport ES FWD,2020,Manual,Gasoline,4,17488,9788,148
Mitsubishi,Outlander Sport SE FWD,2020,Manual,Gasoline,4,18700,22768,148
Mitsubishi,Outlander Sport SE AWD,2019,Automatic,Gasoline,4,11999,45366,148
Mitsubishi,Mirage ES FWD,2021,Manual,Gasoline,4,12495,39470,78
Mitsubishi,Outlander ES FWD,2020,Manual,Gasoline,4,16995,37237,166
Mitsubishi,Eclipse Cross SE S-AWC,2024,Manual,Gasoline,4,22927,8080,152
Mitsubishi,Outlander SEL AWD,2020,Manual,Gasoline,4,17987,44599,166
Mitsubishi,Outlander Sport SE FWD,2021,Manual,Gasoline,4,15338,33429,148
Mitsubishi,Outlander LE AWD,2020,Automatic,Gasoline,4,14999,77816,166
Mitsubishi,Mirage G4 LE FWD,2022,Manual,Gasoline,4,11500,22240,78
Cadillac,Escalade Luxury RWD,2018,Automatic,Gasoline,4,30484,38879,420
Cadillac,ELR FWD,2014,Automatic,Hybrid,2,14996,42750,181
Cadillac,DTS Pro Coachbuilder Limo FWD,2011,Automatic,Gasoline,4,15950,7243,275
Cadillac,DTS Luxury III FWD,2008,Automatic,Gasoline,4,4950,60492,275
Cadillac,DTS Luxury I FWD,2007,Automatic,Gasoline,4,6885,47846,275
Cadillac,DTS Performance FWD,2008,Automatic,Gasoline,4,6500,70446,275
Cadillac,DTS Luxury I FWD,2008,Automatic,Gasoline,4,5500,58475,275
Cadillac,DTS Performance FWD,2007,Automatic,Gasoline,4,5990,60205,292
Cadillac,DTS Premium FWD,2011,Automatic,Gasoline,4,8995,50303,275
Cadillac,Escalade ESV Platinum RWD,2012,Automatic,Diesel,4,17000,64411,403
Cadillac,SRX FWD,2013,Automatic,Diesel,4,9000,59943,308
Cadillac,Escalade ESV 4WD,2009,Automatic,Diesel,4,11995,86273,403
Cadillac,SRX Luxury AWD,2012,Automatic,Diesel,4,8995,75136,308
Cadillac,Escalade Premium 4WD,2013,Automatic,Diesel,4,15500,91627,403
Cadillac,SRX Premium FWD,2013,Automatic,Diesel,4,10999,65617,308
Cadillac,SRX Premium AWD,2012,Automatic,Diesel,4,8495,79809,308
Cadillac,SRX,2012,Automatic,Diesel,4,9990,55392,308
Cadillac,SRX Performance FWD,2012,Automatic,Diesel,4,11495,43931,308
Cadillac,Escalade Premium 4WD,2011,Automatic,Diesel,4,11995,90720,403
Cadillac,Escalade Luxury RWD,2013,Automatic,Diesel,4,13995,93927,403
Cadillac,SRX Performance FWD,2013,Automatic,Diesel,4,8777,85258,308
Cadillac,Escalade EXT 4WD,2009,Automatic,Diesel,4,14990,83264,403
Cadillac,Escalade RWD,2011,Automatic,Diesel,4,12999,67865,403
Cadillac,SRX Performance FWD,2013,Automatic,Diesel,4,11995,63029,308
Cadillac,Escalade ESV Luxury 4WD,2012,Automatic,Diesel,4,13915,93880,403
Cadillac,SRX Performance AWD,2013,Automatic,Diesel,4,12488,56582,308
Cadillac,SRX Luxury AWD,2012,Automatic,Diesel,4,9950,67497,308
Cadillac,Escalade Platinum 4WD,2014,Automatic,Diesel,4,22995,61215,403
Cadillac,Escalade ESV Luxury 4WD,2014,Automatic,Diesel,4,19903,52783,403
Cadillac,SRX Performance FWD,2013,Automatic,Diesel,4,12988,53139,308
Cadillac,SRX Performance FWD,2013,Automatic,Diesel,4,11499,64513,308
Cadillac,SRX Performance FWD,2013,Automatic,Diesel,4,15989,23021,308
Cadillac,SRX Luxury FWD,2012,Automatic,Diesel,4,9998,54681,308
Cadillac,SRX Luxury AWD,2013,Automatic,Diesel,4,9700,70867,308
Cadillac,SRX Luxury FWD,2012,Automatic,Diesel,4,8995,71015,308
Cadillac,SRX Luxury FWD,2012,Automatic,Diesel,4,6995,60851,308
Cadillac,SRX Luxury FWD,2013,Automatic,Diesel,4,11500,58577,308
Cadillac,Escalade Premium 4WD,2014,Automatic,Diesel,4,19495,73979,403
Cadillac,SRX FWD,2012,Automatic,Diesel,4,6995,82055,308
Cadillac,SRX Luxury AWD,2012,Automatic,Diesel,4,6999,75795,308
Cadillac,SRX Luxury AWD,2012,Automatic,Diesel,4,8995,68927,308
Cadillac,SRX Luxury FWD,2013,Automatic,Diesel,4,10890,60822,308
Cadillac,SRX Luxury FWD,2013,Automatic,Diesel,4,11699,56402,308
Cadillac,SRX Luxury FWD,2013,Automatic,Diesel,4,8999,79165,308
Cadillac,SRX Premium AWD,2012,Automatic,Diesel,4,10988,58070,308
Cadillac,SRX Premium FWD,2013,Automatic,Diesel,4,13950,39933,308
Cadillac,XTS Luxury FWD,2017,Automatic,Gasoline,4,10500,64623,304
Cadillac,Escalade AWD,2007,Automatic,Gasoline,4,7500,118060,403
Cadillac,ATS 2.0T Performance AWD,2015,Automatic,Gasoline,4,17618,28256,272
Cadillac,CTS 2.0T Luxury RWD,2014,Automatic,Gasoline,4,13210,35418,272
Cadillac,ATS 2.0T AWD,2013,Automatic,Gasoline,4,7495,86188,272
Cadillac,ATS 2.5L Luxury RWD,2015,Automatic,Gasoline,4,8995,95252,202
Cadillac,CTS 3.6L Premium AWD,2012,Automatic,Gasoline,4,6900,88856,318
Cadillac,ATS 2.0T RWD,2013,Automatic,Gasoline,4,7495,64347,272
Cadillac,SRX Luxury FWD,2014,Automatic,Gasoline,4,11995,65519,308
Cadillac,CTS Coupe 3.6L AWD,2013,Automatic,Gasoline,2,8995,85087,318
Cadillac,CTS 2.0T Luxury RWD,2014,Automatic,Gasoline,4,12620,49781,272
Cadillac,ATS Coupe 2.0T Premium AWD,2015,Automatic,Gasoline,2,13050,47033,272
Cadillac,XTS FWD,2013,Automatic,Gasoline,4,12995,57954,304
Cadillac,Escalade Premium 4WD,2015,Automatic,Gasoline,4,28999,78286,420
Cadillac,XTS Luxury FWD,2018,Automatic,Gasoline,4,15990,49428,304
Cadillac,XTS Luxury FWD,2016,Automatic,Gasoline,4,10953,88151,304
Cadillac,CTS Coupe 3.6L Performance RWD,2011,Automatic,Gasoline,2,6950,92165,304
Cadillac,XTS Platinum FWD,2017,Automatic,Gasoline,4,21775,42272,304
Cadillac,Escalade ESV Premium RWD,2015,Automatic,Gasoline,4,22950,43577,420
Cadillac,SRX Luxury FWD,2014,Automatic,Gasoline,4,10388,62586,308
Cadillac,ATS 2.0T Luxury RWD,2015,Automatic,Gasoline,4,10991,65933,272
Cadillac,XTS Luxury AWD,2017,Automatic,Gasoline,4,15990,49671,304
Cadillac,CTS Coupe 3.6L Premium RWD,2011,Automatic,Gasoline,2,7450,80515,304
Cadillac,XTS Luxury FWD,2019,Automatic,Gasoline,4,18375,53903,304
Cadillac,CTS Coupe 3.6L Performance RWD,2014,Automatic,Gasoline,2,11500,64868,318
Cadillac,Escalade ESV 4WD,2008,Automatic,Gasoline,4,9999,82037,403
Cadillac,SRX Premium AWD,2016,Automatic,Gasoline,4,15999,45360,308
Cadillac,SRX Luxury AWD,2014,Automatic,Gasoline,4,10988,67444,308
Cadillac,CTS Coupe 3.6L Performance AWD,2011,Automatic,Gasoline,2,10996,62532,304
Cadillac,XTS Luxury FWD,2019,Automatic,Gasoline,4,21199,39404,304
Cadillac,Escalade Luxury 4WD,2016,Automatic,Gasoline,4,17295,100765,420
Cadillac,Escalade Premium 4WD,2015,Automatic,Gasoline,4,21999,82021,420
Cadillac,XTS Luxury FWD,2017,Automatic,Gasoline,4,13999,59366,304
Cadillac,Escalade Luxury 4WD,2015,Automatic,Gasoline,4,20995,82342,420
Cadillac,CTS 3.0L Luxury AWD,2013,Automatic,Gasoline,4,9500,56140,270
Cadillac,XTS Luxury AWD,2014,Automatic,Gasoline,4,10500,71152,304
Cadillac,XTS Premium AWD,2013,Automatic,Gasoline,4,11495,72132,304
Cadillac,ATS 2.0T Luxury AWD,2014,Automatic,Gasoline,4,11990,56273,272
Cadillac,XTS Platinum AWD,2013,Automatic,Gasoline,4,16995,36527,304
Cadillac,CTS Coupe 3.6L Premium RWD,2013,Automatic,Gasoline,2,11995,58611,318
Cadillac,ATS 2.5L RWD,2013,Automatic,Gasoline,4,8995,63379,202
Cadillac,CTS Coupe 3.6L Performance RWD,2014,Automatic,Gasoline,2,12000,70951,318
Cadillac,SRX Luxury AWD,2015,Automatic,Gasoline,4,16880,28242,308
Cadillac,SRX FWD,2015,Automatic,Gasoline,4,11487,63876,308
Cadillac,SRX Premium AWD,2014,Automatic,Gasoline,4,12995,72476,308
Cadillac,CTS 3.0L Luxury AWD,2010,Automatic,Gasoline,4,5901,103515,270
Cadillac,CTS 3.6L Premium AWD,2013,Automatic,Gasoline,4,10824,80381,318
Cadillac,SRX Performance FWD,2014,Automatic,Gasoline,4,17995,25901,308
Cadillac,SRX Luxury FWD,2014,Automatic,Gasoline,4,9950,61908,308
Cadillac,SRX Premium AWD,2014,Automatic,Gasoline,4,12995,68148,308
